id;description;C2A
855488047822953;Er provoziert nur, weil sonst keiner an dem Herrn Interesse  hat ??;FALSE
876410632397361;Vor Jahren gab es einmal die GreenCard, um ausländische Fachkräfte an zu werben - geschissen und -- kaum jemand hat sich für Deutschland entschieden, diese wirklichen Fachkräfte zog es in die USA, nach Skandinavien und England, wegen der besseren Konditionen. Was jetzt angeblich unseren Fachkräftemangel lindern soll, sind in meinen Augen s.g. Hilfsvölker, die ihren Namen kaum schreiben können, geschweige die deutsche Sprache beherrschen. Warum nur lassen wir uns immer und immer wieder von der Obrigkeit verarschen ????????????????;FALSE
1096347890403633;Die ganze Brut muß abgeschoben werden.;TRUE
1063716930333396;Thomas Sprenger ---super ausgedrückt!;FALSE
1066592630045826;Ich kenne bei dieser Politik die hier gemacht wird nur einen Spruch und der geht so. Politik ist eine Hure, du kannst machen was du willst solange du Bezahlst!!!;FALSE
1111384178900004;"Das ist was Menschenunwürdig ;-) In ihrer Heimat kennen diese Leute überhaupt kein Geld .";FALSE
1056497994388623;"hm, also wenn Siggi das entscheidet, heißt es bald wieder ... ""Ich liebe euch, ich liebe ich doch  Alle"" http://www.spiegel.de/politik/deutschland/fluechtlinge-sigmar-gabriel-legt-beim-familiennachzug-nach-a-1076350.html";FALSE
925561497482274;"Ihr seid echt ...... na ja, anders halt =P =P Ich denke, Ihr hasst zuviel und liebt zu wenig. Oder werdet nicht geliebt. Das - könnte aber auch an Euch liegen ;-)";FALSE
982641701774253;"und genau soetwas wird in deutschland geschehen,wenn diese ""flüchtlinge"" hier angekommen sind !! was sie nicht bekommen,holen sie sich dann mit gewalt ! ! ! wir werden es erfahren,oder auch nicht ! ! !(lügenpresse)";FALSE
876431725728585;"""Die Zeit"" war und ist schon immer ein linksgerichtetes Propagandablatt - es kommt der ""Lügenpresse"" gleich.";FALSE
855586651146426;"Fragt ihr euch eigendlich auch mal,warum Pegida in aller welts munde ist? warum diese kleine Gruppe zum vergleich der rest der Welt für empörung oder Gesprächstoff sorgen???  Ich meine es gibt z.b hier in Deutschland viele Demonstrationen(auch wirklich rechtsradikale) von denen weiss keiner was! weil sie von Politikern im Keim erstickt werden nicht der rede wert! aber über Pegida spricht die ganze Welt! Ich lebe ja nun auch ein kleines weielchen auf der Welt ,bin viel unterwegs gewesen und überall beschweren sich die Menschen über alles in jeder Nationalität und alter! es ist egal ob man im Park sich welche unterhalten hört oder in der Bahn im Geschäft u.s.w! Ich habe noch nie einen gehört ....ohhh alles ist so geil !!Niemanden habe ich jemals getroffen,der sagt alles ist Perfekt!Jeder meckert und gerade die Deutschen rennen immer mit ner Fresse rum! Egal mit welchen Ausländer ich rede ,die sagen immer die Deutschen sind immer so ernst und grimmig ohne freude ! und das stimmt! Ich sage ja nicht das sich nun jeder mit Pegida anschließen sollte und mit Demonstrieren soll! Jeder hat seine Weltansicht und seine Probleme und Sorgen! Aber ""KEINER"" macht oder sagt was!Keiner von euch steht auf und sagt ""das möchte ich nicht"" Nein ,ihr wartet zu Hause darauf das sich ein Grüppchen den Stock ausem Arsch zieht und seine sorgen angeht,kommt der Politiker zeigt mit dem Finger und sagt z.b wie in diesem fall(Nazi,Fremdenfeindlich u.s.w ..u.s.w) dann stehen die auf die mal nen Tapetenwechsel brauchen weil denen selber irgendwelche Probleme plagen und kloppen auf die rum die den mum haben was zu sagen!Und auch wenn Ihr für was auch immer Demonstrieren geht?werden die Politiker auf jedes kleine wort achten um wieder andere auf euch zu hetzen! Geht auf die Strasse egal für was Ihr euch einsetzt! und erzählt nicht anderen für was sie lieber Demonstrieren sollten!Denn die Politiker da oben sitzen da und reiben sich die Hände!! Soll das Volk unter sich klären und wir können wieder über sie hinweg entscheiden! Damit schneidet Ihr euch ins eigen Fleisch!!";TRUE
982943335077423;Das denke ich  auch weil das Aufstände produziere sind iese Leute mit diese Mentalität kann dich hier niemand einschätzen sie sind Gesetzlose.....aber wehe der doofe Deutsche hält sich nicht an die Gesetze oh je dann muss du bluten aber die dürfen sich alles elauben ohne das unser Mama Merkel was unternimmt tja der Weltuntergang Deutschland utergsng ist nahe !!!!!!;FALSE
888476054524152;(Y);FALSE
861987773839647;bachmann Comeback  Fleischer jung . für die Freiheit Fehler macht jeder und die Welt soll das spuren .;FALSE
1065830673455355;"da hilft nur noch die Vertrauensfrage für diese sogenannte "" Regierung """;FALSE
951534708218286;Bei den Obdachlosen interessiert es doch auch keinen, wo die nächtigen. Warum dann bei solchen Leuten...;FALSE
855112174527207;Ne du?;FALSE
1053164861388603;"nur ein Satz"" Die Geister die ich rief "" wird er er irgendwann nie vergessen. Heute sieht er es noch nicht; vielleicht wird er es nie sehen.";FALSE
982702985101458;Die Schneider hat doch den Knall noch nicht gehört , spätestens wen Ali und Mustafa sich so richtig an ihr vergehen dann ist das Geschrei groß , Schrei aber bitte nicht um Hilfe und lass es über dich ergehen .. Oder die Schneider  steht uff Asylantenschwänze dann wäre ihr dämlicher Kommentar plausibel ...!!!;FALSE
861962030508888;"In den Medien heute morgen hieß es ja wieder, nur ein paar hundert sind in Dresden gewesen. Das garkeine Demo geplant war wurde nicht gesagt sondern nur wieder hirnlose Kommentare abgelassen und natürlich die Wiener Bewegung wie sie lautstark "" Lügenpresse "" rufen. Alles im Anschein als wäre es Dresden.";FALSE
935256199846137;Gleich raus aus Deutschland;TRUE
1057409990964090;Mal sehen ob der alte spinner im schloss bellevue seine fresse zum 13.2 wieder nicht halten kann der gehört mit seinen asylanten ins Mittelmeer;FALSE
882714325100325;"Werden wieder die von PLAUGIDA gewesen sein :) ;)";FALSE
1012893528749070;Alle sind gleich nur manche sind gleicher!;FALSE
1063735910331498;"Na, dafür sind die in den rot-grün regierten Ländern politisch viel weiter und haben schon richtige Empörungskompetenz
Für Hartz IV mehr als genug";FALSE
876562245715533;Und wieso gibt's PEGIDA Spain ???;FALSE
1105401316164957;der kann seine Moschee in der Türkei bauen,Dresden ist Pegidaland;FALSE
1069126653125757;"Im übrigen hatte ich auf einen Post geantwortet der nun verschwunden ist.....? Hier ein Link zu dieser linken Seite 
Meiner Meinung nach ein Fake  von ungebildeten Kindern die gern mal dem Schwesterchen unter den Rock greifen möchte.";FALSE
1011300458908377;Könnte ja auch sein dass sich viele nicht äussern weil sie Angst haben gleich in die Nazi Ecke geschoben zu werden! Darüber mal nachgedacht? Wahrscheinlich nicht. Dazu sind Sie scheinbar auch zu verblendet. Vor einiger Zeit konnte jeder seine Meinung kundtun ohne als Rassist, hetzer oder Rechtsradikaler betitelt zu werden. Neuerdings geht das nicht mehr! Komisch....woran mag das wohl liegen? Jeder der nur sagte er sei ein Besorgter Bürger wird nun in die Rechte Ecke geschoben! Man macht sich sogar darüber lustig und zieht das ins lächerliche! Und das finden Sie Herr Bue normal ja? Wenn ja dann tut es mir leid, dann sind Sie ein Realitätsverweigerer dem man auch nicht helfen kann. Dann....einfach weiter schlafen!!! Gute Nacht!;FALSE
1111562802215475;"Genau so und nicht anders. Das sind doch flüchtlinge, die bekommen zu essen und trinken, haben ein dach überm kopf und sind weit genug weg vom krieg. 
Alles andere von denen sin überzogene Forderungen.";FALSE
876284275743330;Die Arbeitsagentur sollte ganz kleine Brötchen backen. Diese Herrschaften sind nicht mal in der Lage, ältere deutsche Arbeitslose mit guter Ausbildung wieder in Lohn und Brot zu vermitteln. Das wollen die dann mit den Heerscharen zumeist ungebildeter Zuwanderer schaffen, die noch nicht mal die deutsche Sprache beherrschen? Die dafür sorgen, dass das Lohndumping in diesem Land noch weiter voranschreitet? Ich kann es nicht begreifen, dass die arbeitende Bevölkerung in Deutschland sich immer weiter ausbeuten lässt.;FALSE
1065815780123511;"Klatschen und nicken ist nur dann OK wenn Häuser von ""Rechten"" brennen...oder Polizeiwachen.";FALSE
1013086212063135;"http://diefreiheitsliebe.de/gesellschaft/islamfeindlichkeit-der-neue-rassismus-teil-1/

Wie ihr euch über das Wort Rassismus aufregt.
Tausche Rassismus gegen islamophob...";FALSE
991293394242417;"Die Bundesrepublik ist ein ostelbischer Gutshof, auf dem nur der Gutsherr etwas zu sagen hat. Er bestimmt, was die Kühe zu fressen bekommen und wann sie scheißen dürfen, wie lange das Gesinde arbeiten und welche Magd ihm nächtens zu Diensten sein muss. Die BRD ist eine One-Woman-Show. Es gibt keine Regierung, kein Parlament, keine Gewaltenteilung, keine 16 Ministerpräsidenten, keine Opposition. Die Kanzlerin kümmert sich um alles, persönlich und eigenhändig. Wie Fidel Castro, Hugo Chavez und Ferdinand Piech. 

https://nixgut.wordpress.com/2015/10/05/henryk-m-broder-das-ist-ja-irre-deutschland-und-die-one-women-show-2/";FALSE
1035155003189589;"Ihr seit die BESTEN 
 ?????????????? DANKE 
Herzliche Grüße aus Frankfurt nach Dresden";FALSE
1010181019020321;Es soll den kritischen Bürgern keine Platform gegeben werden! Der Regierung sind die Ängste und Sorgen der Bevölkerung egal!;FALSE
1056912894347133;Mein Schwager aus Albanien war leider nicht dabei...;FALSE
1052453504793072;lol.. demokratie!!!! hahahahahaaahhaha... lächerlich wer glaubt denn so ein mist noch..;FALSE
862016500503441;Zum Thema #lügenpresse - betroffene Hunde bellen, nicht ? ^^;FALSE
1057404930964596;Ich lach mich tot;FALSE
1069091219795967;So etwas kommt wenn man dauernd zugekifft ist und in der unmittelbaren Nähe von Kastortransportern herumlungert.;FALSE
982684558436634;"Das mit dem ""Einladen"" hat Merkel doch schon gemacht :-)
da sie aber Alles nur halb macht bleibt das mit dem  ""Zurückbringen"" wieder an uns hängen :-(";FALSE
882722518432839;Ich würde natürlich auch meine Familie im Kriegsgebiet zurück lassen, damit ich alleine den bürokratischen Aufwand erledigen kann.;FALSE
993581754013581;Wenn er dann noch arbeiten geht, Steuern zahlt und verständlich Deutsch spricht, sei Dir der Ausrutscher zur Gleichmacherei verziehen, Herr Wrzal.;FALSE
1007137225991367;An eurer stelle würde ich mich auf den Putin lieber nicht verlassen. Der hat doch genau so einen an der klatsche wie Obama Angie und Co. Sind doch alles selbstsüchtige Pisser die sich einen scheiß ums eigene Volk kümmern,aber Hauptsache immer dieser Schwanzvergleich, wer ist wo der beste ? Ich frage mich so langsam wirklich ob es überhaupt ein Land gibt wo so etwas wie Demokratie herrscht und das Volk entscheiden darf ?;FALSE
945837335454690;"Na da können die Leute die immer für ein buntes Deutschland demonstrieren 
viele bei sich zuhause aufnehmen ??

Alle mitmachen,
Online Petition Grenzen dicht ????

https://www.facebook.com/frank.konopka.3/posts/908449822550335

????????????????????????????????????";TRUE
1066461813392241;Gisela Friebe Auswendigpauken der Stalin-Gesamtausgabe.;FALSE
985352631503160;Gibt es auch Demos in Schleswig Holstein? Oder sind welche geplant?;FALSE
1152528161452272;Die AWO sieht doch auch wie sie mit den Arsch an die Wand kommt . Wenn es Geld gibt , verraten sie auch Deutschland;FALSE
876443779060713;Alles Fachkräfte in nicht legale Machenschaften!;FALSE
982826281755795;deutschland ist feige, denken sie haben noch schuldigkeit wegen dem 2. wk, aber es kommt bald der 3. wenn wir nicht klare auf humaner ebene grenzen ziehen;FALSE
1012979235407166;??????????????Danke????????????;FALSE
882707981767626;Diese Frage stelle ich mir auch immer wieder...;FALSE
882678315103926;Stechen sich gegenseitig ab.;FALSE
882681451770279;Drama Baby, Drama....;FALSE
977024499002640;Wenn die Essen aus dem Fenster werfen, weil sie nach Germoney wollen. Und die gehen freiwillig in einen Land, wo sie kein Hartz 4 bekommen... in leben nicht!!??;FALSE
1035102293194860;It looks so nice....greetings from Greece;FALSE
855000141205077;wisst ihr ich sehe pegida eh als gruppe, mich interessieren die orgas nichts, die idee und das was pegida aussagt ist das was mich interessiert.;FALSE
882737795097978;Ich wittere Drogenkrieg.;FALSE
855158434522581;http://www.mzw-widerstand.de/blog/MZWTV/hogesa_fordert_regierung_zum_rcktritt_auf__lesen__verbreiten-509715.html;FALSE
876276502410774;Wenn hier ordentlich bezahlt würde, müssten unsere Kinder nicht auswandern und sich in das jeweilige Land integrieren!;FALSE
1035113829860373;Tim Voigt ??????????;FALSE
982662371772186;"aber immer noch besser ein Ende mit Schrecken,
als ein Ende ohne Schrecken.
Als ich beim Bund war hatten wir bei Kasernen- oder gar Munitionsdepot - Wache auch den Schießbefehl !
Und der war kurz & knapp !
( und unmißverständlich )
3 X anrufen ""HALT - stehenbleiben oder ich schieße""
1 Warnschuß
war das erfolglos MUSSTE scharf geschossen werden.";FALSE
876265019078589;Ohne Zweifel den größten Mist die ich heute gelesen habe!;FALSE
982638738441216;Die Flüchtlinge müssen sich an die Gesetze halten. Wenn sie das nicht kapieren, Feuer frei !;TRUE
1111310248907397;Was die 350 sind Taschengeld? Das kann sich nicht mal ne Hausfrau und dann noch der Mann vom Familieneinkommen leisten.;FALSE
861991283839296;"Ach was wir nicht alles sind ... juckt mich gar nicht mehr ;)";FALSE
1012453815459708;sicher nicht, die sind voll rassistisch.... wer als ethnischer Malay geboren wird muss Moslem werden und die ethnischen Chinesen und Inder, die hier seit Generationen leben, werden weiterhin als nicht-Malayen betrachter, obwohl sie den gleichen Pass haben.... also.... wo ist er der sog. Deutsche Rassismus? Lächerlich.....;FALSE
1069066239798465;"#PEGIDA #GrünWÜRGT #Kompost 

Kretschmann: „Fragen Sie, was Sie wollen“ – das entgleiste „Monitor“-Interview mit dem BaWü-Ministerpräsidenten Winfried Kretschmann.

Sehr witzig was dabei herauskommt wenn ein Linker (#Kretschmann) von einem Linksradikalen (Monitor-Typ) „interviewt“ wird.

Dieses „Interview“ sollte demnächst in „Neues aus der Anstalt“ wiederholt werden, 1 zu 1 im O-Ton – wird sicher der Brüller.";FALSE
1010343502337406;"eine Minderheit im Osten sind bei dir ""fast alle"" - warst du im Matheunterricht gerade auf dem Klo??";FALSE
1064399096931846;ehrlich, Alan?;FALSE
876587409046350;die Geflüchteten haben beschlossen  . . . aha , bin mal gespannt was nicht Geflüchteten beschließen (Y);FALSE
1105410752830680;https://www.bayernkurier.de/inland/12484-moscheen-und-koranschulen-in-der-kritik;FALSE
982644535107303;Viktor orban hat auf Facebook auch eine Seite. Habe ihm mal eine Dankeschön hinterlassen ??;FALSE
882745638430527;Na so eine schnelle, eindeutige Wertung gefällt den linksfaschtischen Gutmenschen mit Sicherheit nicht !!;FALSE
1112170062154749;der Typ ist ja wie ein Furz, keiner sieht ihn aber alle riechen ihn ????....herrlich diese Links.- Grünen Trolle....wobei er schon extrem einseitig & dumpf ist *Chipsaufmach ??????;FALSE
862013137170444;Frau Lisa Kunkel... unmöglich ihr Ernst?!;FALSE
855059154532509;https://www.youtube.com/watch?v=XHb3_7lJfTU&x-yt-ts=1421828030&feature=player_embedded&x-yt-cl=84411374;FALSE
1037724976265925;Hahahhahahhhahah;FALSE
1012253322146424;Bloß nicht, von denen haben wir schon genug in der Politik ...;FALSE
1063759526995803;Das braune Sachsen also Platz 1 und Berlin so richtig dumm, wie Merkel, Özdemir, Gabriel und Co...;FALSE
1052581034780319;na hat der sich mit 15000 teilnehmer verschätz, das werden bestimmt viel mehr...allein in der montagsdemo waren schon ca 35000 teilnehmer dabei;FALSE
1052389998132756;Der anti Gewaltaufruf wird der SAntifa scheiß egal sein, denn auch die Polizei ist deren Feind.;FALSE
883162945055463;"bei mir : Das Video ist in Deinem Land nicht verfügbar "" hamse schnell für Deutschland gesperrt oder was ???  Die Bonzen in der DDR waren schon schlimm, aber kein Vergleich zu denen jetzt hier ! Wir werden doch nur noch übergangen in jeder Hinsicht ! Es muß dringend etwas passieren, sonst seh ich schwarz für meine Heimat !";TRUE
855025197869238;"Bezahlt von wem?

Vom Michel...";FALSE
1112113512160404;lieber schauderhaft , als faul auf dem Sofa liegen und Eier schaukeln ....;FALSE
951541631550927;"Aus ""mehreren hundert Asylbewerbern"" (was mich schon erschreckte) werden auf dem Tweet (?) des THW dann 1300 Feldbetten. Das ist richtig viel für so eine kleine Stadt wie Meißen :O";FALSE
982701025101654;"also wer spätestens jetzt, nach solchen bildern immer noch nicht begreift das es sich zu 95% um immigranten-invasoren und NICHT UM ""KRIEGSFLÜCHTLINGE"" handelt, dem ist einfach nicht mehr zu helfen !!!";FALSE
882686285103129;Hahaha das war kein mensch sondern ein tier;FALSE
1120550904649998;Dann hätten wir die zweite Diktatur gestürzt, klasse.;FALSE
1007489462622810;58....und? Dafür haben wir jetzt 1000 hier!!!;FALSE
882701798434911;Und weiter...?;FALSE
991269104244846;Der Wahnsinn  . ..Großartig  ??;FALSE
1063765766995179;Stefan Busch informiere dich mal dann wirst du erfahren das die DDR vorreiter in vielen Dingen war , wie z.b. in der microelektronik oder in Sachen Optik (Carl Zeiss Jena ) ect.pp.  ... du wirst dich wundern wieviel DDR in euer Autos und in der Unterhaltungselektronik gesteckt hat auch Bekleidung kam viel aus der DDR .  Nur leider haben wir das alles nicht im Osten kaufen können da es für Devisen in den Westen ging.;TRUE
1055079411197148;Ihr solltet euch noch nicht aufregen, der Mann sagt 8-10 Millionen Syrer u. Iraker. Er hat noch die Afrikaner vergessen und von denen dürften noch mehr sein :) jetzt könnt ihr euch aufregen.;TRUE
855048164533608;Kann mich auch nur anschließen.;FALSE
862299257141832;Außerdem ist der 2. Weltkrieg noch nicht vorbei,  zumindest rechtlich gesehen.;FALSE
982699218435168;Lisa Sander, Du kennst den Osten ja scheinbar zu gut (Hörensagen)! Jeder hat jeden bespitzelt, alles klar... Man sollte sein Schandmaul einfach mal halten, wenn man null Plan hat, sonst kommen solch grottige Beiträge wie der Deine raus!! Erst denken, dann schreiben...;FALSE
982750708430019;Bald müssen unsere Frauen Kopftücher tragen, und allen Katholiken  und Evangelischen werden die Gurgel durchgeschnitten.!!!  Lobby Merkel muss Weck!!!;FALSE
985420041496419;wenn das so weiter geht erden die Deutschen noch mehr ausgepresst wie sie es schon sind . ( Wie sagt das Sprichwort wie eine Zitrone was hier aber nicht mehr ausreichen würde . ) !!!;FALSE
1134113673293721;"Uh Fangfrage: warum du auch nicht wenn du denkst du wüsstest alles besser. 
PS: hast den Sinn meiner Anmerkung nicht verstanden.";FALSE
862200700485021;Uga uga?;FALSE
876895599015531;Herrlich u grad von der Arbeitsagentur muss sowas kommen????????;FALSE
982723041766119;Ramon ist schwer beschäftigt: Es gilt massenhaft andere User-Kommentare vollzutrollen! Das ist ne Lebensaufgabe, da muss man schließlich Prioritäten setzen ??;FALSE
966638440041246;Danke ihr Guten ??;FALSE
951535298218227;Nelly, weil den Politikern das eigene Volk am Arsch vorbei geht. Wir sollten nicht versuchen auf absolut unlogische Aktionen der Politiker eine logische Erklärung zu finden.;FALSE
989193974452359;"Sogar im Februar 2014 wurde diese ""Reisewarnung"" schon gegeben. http://web.archive.org/web/20140717232849/http://travel.gc.ca/destinations/germany";FALSE
1121889901182765;Ja bin dabei;FALSE
982688968436193;Noch ein gladbacher Michael Maas, Niederlage gestern nicht verdaut?;FALSE
1134073499964405;Klar bimbo nach dem Wahlsieg trumps;FALSE
1095988767106212;This is what happens when the monkeys take over the zoo;FALSE
855602784478146;Könnte es sein, daß Ihr ausgenutzt und aufgewiegelt werdet, ohne es zu wissen und zu merken?;FALSE
1069080809797008;Der gehört doch der gleichen Partei an wie dieser Beck...oder?...ach ja...man hört es doch auch!!! Könnte es sein, dass sein Lieferant in Verzug ist? Wer wählt eigentlich solche Leute...???;FALSE
962181670486923;Ich glaube das mit der Zeit auch, von Westeuropa ist nichts zu erwarten. Fett, faul und unfähig sich zu behaupten. Wenn einer den Islam aufhält, dann ist das der Osten inkl. Rußland+China.;FALSE
945829658788791;und die Flut ist noch lange nicht zu Ende .aber unser Deutschland i5 ja voller toleranter Gutmenschen??;FALSE
1038721049499651;Hier hausen die meisten auch in Buden die sich ein normalverdiener garnicht leisten kann...modernisieren, renovieren, alles bezahlbar. Und wenn erstmal die Briten weg sind gibts hier in der Stadt (100 000 EW) Wohnraum für ca 10 000. Zusätzlich...;FALSE
1007133372658419;IS-Kämpfer? IS-Mörder wäre der wahre Ausdruck;FALSE
991236930914730;http://youtu.be/FQXlUF4hN2E;FALSE
945887352116355;i denk mal die kommen alle hier her um Chemielaborant,Techniker oder Ingenieur zu werden!!!!! :-D;FALSE
1038623186176104;Nur noch Verräter;FALSE
951587988212958;Jeder von den Kannacken da bekommt ein Taschengeld von 2500 Euro Und die Wessis betiteln die Ossis seit 25 Jahren als ewige Nörgler und Ausländer werden bevorzugt behandelt seit 2 Jahren ?   Geht Euch da mal ein Licht auf im Westen ^^;FALSE
882708451767579;????;FALSE
1012961992075557;Danke Mami dass ich nicht in Berlin leben muss.;FALSE
962364803801943;Bei Charlie Hebedo haben alle ganz solidarisch getan - dabei waren das genau solche Zeichnungen welche die veröffentlicht haben...;FALSE
1056998234338599;Meyer Stefan ich komm nicht mehr draus.  Die Zahlen sind extrem widersprüchlich.  Von 92.000 habe ich auch gehört, wobei sie noch vor 4 Wochen Bilder aus einer leergefegten Erstaufnahme in Ostbayern gezeigt haben.  Den Zahlen kann man anscheinend auch nicht mehr wirklich glauben.;FALSE
882699758435115;Die haben schon genug zu essen und anziehen. Bekommen doch ein fürstliches Willkommensgeschenk von 2.800 € und weiterhin jeden Monat soviel, wie andere in Deutschland, die ihren Job verloren haben, aber jahrelang gearbeiten hatten.;FALSE
1069125156459240;Oh, Ihr Schwaben habt auch ein Volltrottel als Ministerpräsident! Gruß aus Sachsen, wählt bitte richtig!!!!;TRUE
982653531773070;sehr friedlich, muss man schon sagen...lol. und die wollen alle hierher. na da;FALSE
882699218435169;Jasmin Mühlberg;FALSE
1035377139834042;Fina Lipa es war wie immer Gänsehaut pur.;FALSE
882702938434797;Ich weiß gar nicht was ich auf den Stuss antworten soll Monika..;FALSE
876289145742843;Es ist die BRD Verwaltung, die der Wirtschaft die ausbildungsfaehigen Menschen durch das Anbieten von hochbezahlten und vermeinlich sicheren Jobs im oeffentlichen Dienst die Bewerber entzieht.;FALSE
1052486221456467;"Smudo scheisst sich wegen ""Laut gegen Nazis"" ein.
Der nächste Promi der mir gestohlen bleiben kann.
Etwas mehr Tiefsinn hatte ich von dem schon erwartet.

http://www.welt.de/vermischtes/article151860014/Wie-Smudo-eine-Facebook-Sprecherin-in-die-Bredouille-bringt.html";FALSE
982664661771957;Alloha Snackbar Rufe, mein erster Lacher am heutigen Tag in dieser schlechten Zeit ??????;FALSE
925544037484020;Lügenpresse!;FALSE
1056942184344204;Guten Flug ihr Schmarotzer;FALSE
991241024247654;Freue mich, dass wieder so viele Leute gekommen sind.Kann heute leider nicht teilnehmen War aber gestern an der Grenze dabei. War super.;FALSE
874568719248219;http://youtu.be/m3U38xBdw8k;FALSE
1092523494119406;Zuruck in die Heimat ???????? nee, neee dann mussten die ka arbeiten und das ohne Geld.;FALSE
861966260508465;Neuanfang!!!! JETZT!!!!PEGIDA lebt!!!!;TRUE
945881105450313;"Geahnt habe ich das schon. Aber man darf hier feststellen, wie feige sie auch sind. Weggerannt sind sie, haben ihren ""Freund"" oder Mitasylant zurück gelassen. Scheinen sich nur bei Frauen stark und überlegen zu fühlen";FALSE
925718980799859;Doch ist es, mir gehört sogar ein Stück davon weil Eigentum.;FALSE
945982105440213;Auf dem AfD Parteitag wurde heute bekannt gegeben wieviel ein unbegleiteter Jugendlicher Asylant pro JAhr kostet: Es sind unglaubliche 105.000 € pro Jahr!;FALSE
1065809156790840;Das Politik für den Anus ist, zeigt uns die derzeitige Lage ganz deutlich! Machtkampf der Parteien untereinander, aber weder Kampf noch Einsatz für das Volk - nein nur ein Ausverkauf! Aber Hauptsache die Gehälter und Diäten stimmen und kommen regelmäßig! Wie all die sozialschwachen, kranken Menschen tagtäglich kämpfen müssen, ist diesen Marionetten doch egal! Für viele Politiker ist es besser, vor dem sprechen das Hirn einzuschalten! Die Hetze kommt aus deren Kreisen, weil sie Angst um ihre Posten haben. Vernüftige, nachhaltige Politik hat doch keine Partei mehr drauf!;FALSE
1152516391453449;Ich hätte da auch ohne AFD Mitglied zu sein, nicht mit gemacht....;FALSE
1112256272146128;Don't believe this Liar. It Is The German national anthem.;FALSE
989214634450293;"Wenn mir ein Fingernagel abbricht, ist Pegida schuld... Wer auch sonst? ?????? Immer Pegida... ;)";FALSE
882701035101654;Und du hast vergessen zu sagen sie brauchen auch nicht zu arbeiten. ....;FALSE
945853478786409;Viel Spaß.....da ist so ein Verhalten wie in anderen Bundesländern nicht möglich.;FALSE
876292965742461;Was sind das nur für Schwachköpfe die in der Arbeitsagentur leiten und mit unseren Steuergeldern bezahlt werden.;FALSE
1078364705535285;braunes Pack...;FALSE
874456529259438;"Ach der ""Sachsen Kurier"" wieder. Aus 63897 Miltenberg. Über ""DDE-die Denker Europas"" Verbindungen zur linksextremen Szene.";FALSE
982667238438366;Der eine Gumulk wollte doch aber vorgestern noch, jeden einzelnen Deutschen küssen   ......;FALSE
1012948668743556;Die haben aber auch ein Weilchen gebraucht, um hinterm Ofen vorzukommen. Aber lieber spät als nie.;FALSE
855663564472068;Macht jetzt ja nicht schlapp.Es sind viele auf eurer Seite.Recht Staat ist bei uns schon lange nicht mehr.;TRUE
1039732869398469;Alte deutsche Weisheit: Von wem wirst du verraten, von Sozialdemokraten.;FALSE
1112060028832419;herzlichen Dank Euch Mutigen....;FALSE
991240910914332;Wit mússen ALLE auf die Straße gehen.....!!!!!!!!!!!!!;TRUE
982667091771714;Zum Glück reagiert Ungarn genau so wie es die Asylforderer verdient haben - ??;FALSE
1056542611050828;nee ich kann diese truppe nicht mehr sehen, noch hören und schon gar net wählen...mir wird schlecht...bei dem bild, und es gibt noch vile mehr...;FALSE
1012580832113673;?????????? was für Trolle...;FALSE
982673955104361;ich kenne selber jemand der unter Somalier mit fünf Kinder  wohnt.hatten gleich Wohnung total verhüllt laut ohne Rücksicht noch lauter wenn man was sagt die integrationsbeamtin ist entsetzt gewesen das die sich nicht integrieren wollen Kinder nicht in Schule schicken .die würde ich sofort zurück schicken ich weis alles Einzelfälle kann es nicht mehr hören das dumm Gefälle;FALSE
876649112373513;Einer muss es ja sein;FALSE
1063584870346602;"Wahrscheinlich war der Senegalese ein ""Ungläubiger""... Der Moslem folgte also nur einem der 28 Mordbbelastenefehle in Mahomets Kampf...";FALSE
966648180040272;"Leider muss es erst zu Plünderungen,Raub und den ganzen Gewaltverbrechen kommen,bis auch die letzten ""Gutmenschen""aufwachen:-(";FALSE
876934179011673;Die Arbeitsagentur hat für unsere Arbeitslosen gar keine Zeit mehr. Es geht nur noch um Ausländer. Weiss ich aus erster Hand.;FALSE
1152522598119495;A wo kenn ich nicht..und es ich nicht kenn brauch ich nicht.;FALSE
957696100935480;Passt blos auf, dass sich Euch nicht der Esel und Ochs in den Weg stellt;FALSE
1111322655572823;Die Bahnhofsklatscher und Teddywerfer sind empört ? Dann ist es ein Schritt in die richtige Richtung !!;FALSE
1038714449500311;In dem Fall ist geteiltes Leid wohl doppeltes Leid ... Ein bisschen bekloppt sind wir Europäer aber schon, oder? Immerhin lassen wir uns das alles bislang noch immer gefallen.;FALSE
1013003382071418;http://misanthrope.blogger.de/stories/2548609/;FALSE
861958020509289;"""Gast"" nennt man solche die eingeladen wurden, ""Eindringlinge + Besatzungsmitglieder"" sind diejenigen die einfach ohne ""Einladung"" eingedrungen sind !!!! PEGIDA ist OK, wird aber gezielt abgewertet und zerstört, es soll ja keinem auffallen das wir mit einem gezielten Vernichtungsplan besetzt werden.";FALSE
1111613198877102;Danke Wessi ??;FALSE
876506445721113;Es sind alles Fachkräfte, Ihre einzige Kompetenz besteht aus ihrer Billiegarbeit, somit können Wirtschaft und Politik unsere Löhne immer tiefer runter drücken,;FALSE
1080487628656326;Thomas Kiehl keiner der EU Staaten muss Flüchtlinge aufnehmen ! Sonnst wär Merkels Deal geplatzt und was meinst du wer wird das bezahlen,natürlich der die show bestellt hat.;FALSE
