id;description;DBO
1063720586999697;"Das sagt ja wohl alles. Deutschland wird ""verblöden"".
Endlich haben wir es ""schwarz auf weiß"", wohin uns dieses ""multi-kulti"" führt.";criticism
1095900977114991;we all can thank Merkel for that :);criticism
993677967337293;Thilo Behrens Vielen Dank für dieses eindrucksvolle Bild. Besser hätte man es nicht darstellen können.;nothing
1065828320122257;Torsten;nothing
1111315162240239;In Deutschland  will  man das Bargeld abschaffen  das entrüstet viele leider nicht , wenn man hier aber auf eine Chipkarte umstellt , geht ein Sturm der Entrüstung los , was ist das für ein krankes Land geworden.;criticism
1012416042130152;Ist doch Wurscht,  das bekommen die NIEEEE selbst mit......??;nothing
982682495103507;Isis;nothing
985352308169859;super;nothing
1063363787035377;Erstmal ins Hotel, Strafe absitzen auf Kosten der Steuerzahler. Danach Asyl beanspruchen.;nothing
1012913745413715;Nur er darf so etwas aussprechen...;nothing
1105492519489170;Nix Moschee. Verschwindet und baut die Klötzer in eurer Heimat !;nothing
945979112107179;Diese Leute im Zirkus in Berlin interessiert das überhaupt nicht;nothing
876688725702885;Servus. nach genauen schauen auf mein Konto.. Die Grichen bekommen wieder Milliardernen.;nothing
985479338157156;https://youtu.be/6X9CEi8wkBc;nothing
1106438562727899;sagt ihnen abitur etwas?? Und akzeptieren muss ich ich gar nix!! Und auswandern??? Kein kommentar!! Und wenn sie eine schule besucht haben, akönnen sie den bericht doch lesen, oder!! Dann können sie vielleicht erahnen was mich stört--aber ne, ich glaub nicht!! Also, ich hab meine meinung und jeder andere kann seine haben!!;nothing
982701025101654;"also wer spätestens jetzt, nach solchen bildern immer noch nicht begreift das es sich zu 95% um immigranten-invasoren und NICHT UM ""KRIEGSFLÜCHTLINGE"" handelt, dem ist einfach nicht mehr zu helfen !!!";nothing
874587235913034;das ist ein mann;nothing
985414948163595;Klasse!;nothing
1066461813392241;Gisela Friebe Auswendigpauken der Stalin-Gesamtausgabe.;nothing
945469865491437;Aufstand der Anständigen.......ohne Worte;nothing
925540494151041;"1. Bin ich nicht dein freundchen. 
2.nur weil du in Frankfurt geboren bist weißt dich das nicht als Fachmann aus.
3.wenn du dir den Schuh Gutmensch und Idiot anziehst bist du selber dran schuld.
4.wenn andere Religionen gefährlich sind habe ich sehr wohl ein Problem damit.
5.deine Ferndiagnose mit Paranoia kannst dir schenken weil du kein Fachmann dafür bist und selbst wenn du einer wärst würde es dich disqualifizieren weil jemanden den man nicht kennt den kann man auch schlecht bis gar nicht diagnostizieren.

Lass es einfach und schau in deiner Heimatstadt einfach mal genauer hin und betrachte es lieber mal mit anderen Augen.
Der Blick von aussen kann durchaus hilfreich sein.";nothing
1063263567045399;Matthias Leibiger es soll ja noch mindestens eine Million dieses Jahr in Deutschland einreisen,und dann noch irgendwann der Familiennachzug !Und dann kommt erst das richtige Chaos zum tragen !Das gibt noch einen!;criticism
1056995137672242;"Ich denke, wenn die ersten Unruhen hier anfangen, werden Asylforderer zu Zehntausenden oder zu Hunderttausenden Deutschland den Rücken kehren!  Besonders dann, wenn wir ausgeblutet sind und es finanziell nichts mehr zu holen gibt.  
Manche Orientalische Christen, die hier weiter verfolgt werden, sind schon wieder auf der Flucht - von Deutschland weg.  Und das erfüllt mich mit Scham!";criticism
874597645911993;Geht's dir jetzt besser?;nothing
1106107272761028;Wer braucht denn sowas? Selbst Kirchen sind out!;nothing
862198240485267;Nochmal auf Deutsch bitte? Ich versteh kein Wort;nothing
882723068432784;(y) und weiter so!!!;nothing
874723182566106;https://www.youtube.com/watch?v=ifEdOsymjDQ;nothing
1120230321348723;Aber ja. Auf den tag warte ich.;nothing
945828342122256;....jawohl jeder Münchner bekommt seinen eigenen Asylant.....iss die Welt nicht gerecht?;nothing
855695037802254;Schade, schwieriges Publikum;nothing
1010181439020279;Tatjana du bist einfach super!!! Du bist einige der Wenigen die in diesem ganzen Chaos noch klar denken und beurteilen können. Mach weiter so! Gemeinsam sind wir stark...;nothing
982671251771298;wenn hier jemand nicht bei trost ist dann bist du das anke.;nothing
1055244727847283;Warum wollen alle ausschließlich nur in Wirtschaftsstärkere Staaten bzw Staaten mit Sozialsystemen in Europa? Ihre Glaubensbrüder in den Reichen Ölstaaten wollen diese minderzivilisierten Wilden nicht haben.da ist an der Grenze Ende der Reise;nothing
1063604143678008;Ja weis ich Du Vollhorst! Was glaubst Du woher ich das her habe...der beste Ausdruck für solche Leute die nix aus der Geschichte gelernt haben.....geh wieder heim zu Mutti.;nothing
1065841276787628;Richtig, jeder Bürger hat lt. GG die Pflicht zur Einhaltung der FDGO. Eine dauerhafte Verletzung und Zuwiderhandlung, i.d. Fall durch die Regierung selbst, gefährdet den Fortbestand der BRD. Das war mal das Ziel des links-autonomen Schnorrerpacks, welche damals als Staatsfeinde bezeichnet wurden, heute aber nicht nur von der Regierung instrumentalisiert werden, nein sie sitzen und saßen inzwischen in jener selbst,  siehe Joschka F. u. Claudia R.. Da ist es die bürgerliche Pflicht dagegen vor zu gehen, um die Herren Politiker an ihre historische Aufgabe zu erinnern.;criticism
961917887179968;Und ich dachte, Pegida würde röcheln...;nothing
861945587177199;"Simpsons versteht er, Politik nicht
Also Simpsons gucken!!";nothing
1010318749006548;"""... einige der Wenigen...""  ---> so muss das: ""...eine der wenigen...""  Nur mal so am Rande. Desweiteren finde ich nicht, dass sie ""einfach super"" ist. Ich nehme mal an du hast dir ihre gestrige Rede auf der PEGIDA - Demo angehört. Wenn ja, dann frage ich mich wie du zu einen solchen Schluss kommst. Wieder einmal hat sie nichts besseres zu tun als alle Muslime über einen Kamm zu scheren und zu behaupten, dass der Islam keine friedliche Religion ist, das nennt man auch Volksverhetzung. Das kannst du auch hier nach lesen: http://dejure.org/gesetze/StGB/130.html   Zurecht wird gegen sie wegen Volksverhetzung und Verleumdung ermittelt. Diese ""Anti-Alles-Frau"" ist einfach nur peinlich.";nothing
1057229310982158;focus ich kann über euch nur noch lachen  welche sonderschüler habt ihr beschäftigt;nothing
962227707148986;"Läuft doch Alles wie "" geschmiert "" :-)";nothing
960973067274450;Jawolllllllll;nothing
1052831861421903;"6.2. INFO GEGENDEMO
Karte mit Standpunkte

https://actionday.noblogs.org/files/2016/02/2016-02-Dresden_web.jpg";nothing
982654445106312;Sie könnten in ein Erstaufnahmelager, aber das lehnen sie ab, weil sie sich nicht registrieren lassen wollen! Hat ja bis jetzt auch gut funktioniert! Jetzt spätestens sehen wie, was kommt bzw. schon hier ist...;nothing
1052390808132675;Gerhardt Franke Ja leider !;nothing
960883817283375;Mir stellt sich immer wieder die gleiche Frage: Warum wird nicht vorübergehend das Schengen Abkommen ausgesetzt,das Recht hat jeder Staat,um die ungezügelte Einwanderung erst einmal zu stoppen und um die Flut von Asyl - Anträgen aufzuarbeiten. Also vorrübergehend die Grenzen schließen und Visapflicht einführen.Welche Politiker stellen sich da dagegen ?;criticism
882700621768362;Schadenfreude ist nun mal die schönste Freude!;nothing
982644748440615;Zum größten Teil Christen....auch die Regierung ist national konservativ.;nothing
855031947868563;Und du lustiger Peter, um so schlimmer finde ich es, dass du in deinem Fall bei so einer Bewegung Teil nimmst.;nothing
1052470661458023;Wenn die so weiter machen , sollten Deutsche Frauen und Kinder zuhause bleiben. Diese Bande(Regierung) , schießt  auch, blos nicht auf Ausländer.;agitation
945827922122298;Ausgerechnet in München^^;nothing
1012243378814085;die ham nur strietzel im kopf, abschaum;nothing
1052396014798821;Danke an die Polizei, Pegida ist seit über einem Jahr eine friedliche Bürgerbewegung.;nothing
1134361356602286;frau merkel wenn man sie als sprecherin der invasoren kennengelernt hat reicht das vollkommen aus um zu wissen wer uns die ganze scheiße eingebrockt hat, also bitte keine empfehlungen ausgerechnet von ihnen. nein danke;criticism
1095899583781797;wozu haben die polizisten denn waffen und knüppel??? bitte sofort um einsatz damit (y)  kloppt das pack von der strasse man...;criticism
1055178267853929;eXcellent auf den PUNKT ? gebracht;nothing
855016244536800;PEGIDA macht GLÜCKLICH !!!;nothing
1105406176164471;Wir brauchen Schweine!!!!!;nothing
1066215373416885;"vk.com/staalkopff  Merkel ist nach Paris immer noch im Amt, sie hat eine Neujahresansprache gehalten. 
Ich habe voraus gesagt was dann passiert. 
Es kommen immer noch Tausende nach Deutschland.Täglich..
Von Maßnahmen wird nur gesprochen. ...
Ein staatliches Kontrollgremium hat jetzt sogar Adminrechte bei Facebook, und ihr alle nehmt das alles weiter und weiter hin. 
Dabei gibt es Alternativen.... 
Sonderschüler und ehemalige Stasi IMs regieren Deutschland, und sie sehen jetzt sogar in eure persönlichen Nachrichten bei Facebook! Und ihr alle nehmt das einfach hin.
Es ist nicht so das in Deutschland der Staat oder die Politik versagt.
Es ist so, dass der Bürger total versagt....
Wie armselig.... und nach den getürkten Wahlen, denn das müssen sie machen... wird wahrscheinlich auch gar nichts passieren...
Gebt in Zukunft niemand anderem mehr die Schuld, wenn in Deutschland alles den Bach runter geht..
Ihr seid selber Schuld....";nothing
1035100573195032;Super, was ihr Dresdner jede Woche auf die Beine stellt, Ihr seid einfach spitze!;nothing
991236570914766;wir sind bei Euch Köln grüßt;nothing
1134621943242894;satan mutter;nothing
982650971773326;Sag ich doch, Mainstream verblödet!!;nothing
945828322122258;Die Leute, die für diese Schwarzwurzel-Menagerie sorgen, können nur Scheiße im Kopf haben! Ab in die Geschlossene mit ihnen. Zum Glück ist das in unserem Kolonial-Mutterland. Wir hätten da viel zu viel gute Erzieher bereitstehen!;nothing
945903638781393;die Krankenversicherung für ganze Clans nicht zu vergessen ! ! ! , uns ist die Beitragserhöhung dafür ja schon sicher :-(;criticism
882818728423218;Du sprichst einem aus der Seele!!!!??;nothing
982645261773897;Und davon sind bereits zig tausende UNREGISTRIERT in unser Land gekommen!!!;nothing
1012935162078240;na dann wird ja noch alles gut dank Zion;nothing
1105410662830689;LOL. Moschee in Dresden.... JVA Weiterstadt kann man gern mal googeln.;nothing
882701175101640;E? war kein deutscher;nothing
1134188369952918;Damit er , wenn ihm was nicht passt dir den Schädel einschlägt, oder dir dein Haus  anzündet??? Ne lass man, ich bleib lieber unter Meinesgleichen.;nothing
855018351203256;Pegida ein riesen Dankeschön an euch es muss unglaublich schwierig für euch sein das alles durch zuhalten und zu verkraften was da alles auf euch eindrischt. Medien, Politik und sämtliche andere Kritiker die versuchen euch los zuwerden egal mit welchen Mitteln.Danke das Ihr trotzdem nicht aufgibt und mir ist sehr bewusst wie stark auch euer privat leben in mit leidenschaft gezogen wird und was eure Lieben wahrscheinlich auch mit aushalten müssen.Dafür ein großes Dankeschön an dieser Stelle und wirklich Respekt für das was iIhr auf die Beine gestellt habt. Es ist absolut richtig sich dem System endlich mal entgegen zustellen und auf so viele Missstände im Land aufmerksam zumachen auch wenn es viele nicht/ noch nicht sehen wollen.;nothing
876267342411690;"Fachkräftemangel = ""die Lügen mit Zahlen"" siehe Tagesspiegel ++++++++  Die Bundesarbeitsagentur veröffentlicht nur das, was ihr Politik und Wirtschafts-Lobby vorgeben. Die Fachkräfte-Lüge gehört dazu, obwohl in der Realität immer mehr deutsche Jugendliche (sehr häufig mit bester Ausbildung) auch nach langer Arbeitssuche keine Anstellung finden. Wenn Fachkräfte wirklich fehlen sollten, muss die Ausbildung hier in Deutschland entsprechend forciert werden.  http://www.tagesspiegel.de/medien/tv-kritik-zum-maerchen-fachkraeftemangel-ard-und-zdf-kratzen-an-der-oberflaeche-und-scheuen-selbstkritik/10232610.html";criticism
962167293821694;https://www.facebook.com/photo.php?fbid=1634658126807564&set=a.1397343700539009.1073741828.100007901769458&type=1&theater;nothing
855032507868507;Was will man denn bei dem alten aufgedunsen falsch singenden?;nothing
1012951658743257;"Tausche rassistisch gegen Islamfeindlich. Trotzdem habt ihr nicht recht...

Euch geht es einfach gut...";nothing
1095965287108560;"Tja, wir sind halt noch zu wenige ""Sehende"".";nothing
1111354935569595;SOLLEN FROH SEIN ÜBERHAUPT HIER SEIN ZU DÜRFEN, DRECKSGELUMPE;nothing
982662305105526;Scheiß Pack !!!!;nothing
982743188430771;und diese Leute wollen nach Deutschland,,,,dann viel Spaß!!!!!;nothing
1105410512830704;"ein ""Herrschaftszeichen und muslimischer Präsenz"".
genau das würde für moslems einem sieg gleich kommen";nothing
855024784535946;Seit gestern fehlt zuviel um glücklich zu sein :(;nothing
855486114489813;Wendehälse - Hauptsache mein Regierungskissen bleibt schön warm.;nothing
982676415104115;"""Jene Wilden Lassen Sie sich nicht, sich mit unseren Steuern leben sie"" - wie Slogans in Deutschland vor der Erweiterung der Europäischen Union zu hören war, unter anderem, Polen.";nothing
982639441774479;Gewalt erzeugt immer Gegengewalt;nothing
1063725930332496;Pegida Land, wir sind auf dem richtigen Weg und sollten diesen weiter  verfolgen.;nothing
888086767896414;Ich nehme an bei Dir wohnen bis unters Dach Syrer und Nordafrikaner, natürlich vollständig auf Deine Kosten, und Du lebst auf ner Pritsche im Flur während sie sich Deine Wohnung untereinander aufteilen, wie es sich brav katzbuckelnd gehört.;nothing
991254034246353;https://www.youtube.com/watch?t=2&v=FQXlUF4hN2E;nothing
1035544743150615;In Köln geht's ab und Ihr kommt immer nur mit Dresden. Anscheinend wird der Osten immer nur für sich denken.;nothing
1111420328896389;ein test für die bargeldabschaffung ?;nothing
882712148433876;20Jahre passt da nun wirklich nicht;nothing
935258823179208;Über 2m und 160kg? Also wenn das mal kein Fett ist, dann ist sojemand aber eine wirklich saugefährliche Kampfmaschine. In Ketten abführen ist da wirklich sicherer. :-o;nothing
1011303252241431;Jeder der sagt:,, Jeder der Asylanten gut findet kann ja einen mit nach Hause nehmen wenn sie sie so toll finden! ''. Da sag ich:,, Tja denn soll doch jeder nen obdachlose aufnehmen! ''.;nothing
1010689192302837;Viel Erfolg. Pegida ist wichtiger denn je.;nothing
1105433376161751;Um Gottes Willen, niemals!;nothing
1035142519857504;Peter Jens Jahnke, alter Sachse.;nothing
1065798826791873;Ach nee, wird jetzt wieder Stabü eingeführt?!;nothing
982762645095492;sprach der verblendete Gutmensch.;nothing
982647228440367;http://www.focus.de/politik/ausland/eskalation-an-serbisch-ungarischer-grenze-fluechtlinge-ueberrennen-polizisten-und-stroemen-nach-ungarn_id_4952511.html;nothing
977055292332894;https://www.facebook.com/pitupitu4/videos/418664468327501/;nothing
882854798419611;...die dezimieren sich selber ??;nothing
1152529371452151;"Sebastian Höfer.
Keine falschen Hoffnungen, sie wird. Jetzt stehen aber erstmal div. Landtagswahlen an und dann geht es in den Bundestag !
Wenn die Wahnsinnspolitik der Merkel so weitergefuehrt unsere Bevoelkerung immer weiter zugunsten von moslemischen Sozialschmarotzern ausgebeutet wird, sehe ich eine gute Chance fuer eine Regierungsbeteiligung.
Denn, die Hetze und die Diffamierung gegen die AfD nationalsozialischer Praegung zieht nicht mehr beim Buerger";criticism
1052462181458871;"Ist doch alles ""normal"" , weiß man doch !";nothing
1120269044678184;der kleene wird noch sein blaues wunder erleben im wahrsten sinne des wortes :-);nothing
855028427868915;http://youtu.be/_jehw4kM_jc;nothing
967090226662734;Du warst wohl gestern nicht dabei gewesen? :-/;nothing
1112190278819394;https://www.youtube.com/watch?v=EMfsxP44pEA&feature=youtu.be;nothing
1056912127680543;Diese unterbelichteten idioten;nothing
876589165712841;"Wir haben keinen ""Aufmarsch"". Es gibt ne Kundgebung und dann einen Spaziergang. Bei uns ""marschiert"" niemand! Und der Theaterplatz ist ein öffentlicher Platz vor der Semperoper. Er kann von jedem genutzt werden. ??";nothing
1055099507861805;https://youtu.be/wV-_zVGqTNE;nothing
1065903630114726;"Zu Sachsen, Dresden, Bautzen, Clausnitz :                                                                                              Sachsen liegt da , wo die Sonne aufgeht , im Westen geht sie unter, lach.                                            Doch gommt der Sachse nach Berlin, da gönn' se ihn nich leiden.
Da wolln s'ihm eene drieberziehn, da wolln se mit ihm streiten!
Und dud ma'n ooch verscheißern, sein Liedschen singt er eisern!
Sing, mei Sachse, sing 
Politiker tun in öffentlichen Debatten ja
nach wie vor so, als wüssten sie nicht, warum
gerade im Osten Deutschlands die Bürger
gegen die sture und irrsinnige Asylpolitik
der Bundesregierung auf die Straße gehen:
Einfach erklärt
Weil sie dort keine dieser westdeutschen
Verhältnisse wollen, keine Städte mit einem 
sehr hohen Migrantenanteil, in denen man
denkt nicht mehr in Deutschland zu sein.
Weil sie keine No-Go-Areas (Ghettos) wollen
in die sich nicht mal mehr gerne Polizisten
trauen, weil dort vor allem kriminelle
türkisch-arabische und südosteuropäische
Banden ihr Unwesen treiben und die
Kriminalität entsprechend hoch ist";criticism
877002325671525;Das habe ich auch gedacht für Arbeitslose ..kann sein wir haben wieder zuwenig Arbeitslose. ?;nothing
876295542408870;"Wessen Brot ich fresse, dessen Lied ich singe!
Glaubt ihn immer noch das moralisch gefestigte Menschen in den Führungsebenen sitzen?
Im Gegenteil, der menschliche Abschim hockt dort!!!";criticism
982743665097390;"Deutsche Bürokratie...
https://www.facebook.com/rolf.exner.3/videos/852195691516968/";nothing
1007157982655958;Ich nehme an die getöteten IS-Kämpfer sind inzwischen in den Gärten von Eden bei den Jungfrauen und lassen sich so richtig verwöhnen.;nothing
1012238422147914;aua aua, wenn dummheit quietschen würde, würden die nur mit ölkannen rumlaufen....;nothing
882801968424894;So sieht die kulturelle Bereicherung aus.;nothing
855112697860488;Bitte lasst den Hass nicht siegen! :( das bringt doch eh alles nichts.  So hart es auch klingt.;nothing
935356383169452;"Meine deutschen Freunde und Kollegen äußern oft, dass sie sich in ihrem 
eigenen Land nicht mehr wohlfühlen. 
Das kann ich bestätigen, da ich als 
Migrantin mich aufgrund der Über
-
zahl ausländischer Straftäter in vielen 
Stadtteilen auch nicht mehr wohlfühle. 
Meine deutschen Kollegen scheuen 
sich, ihre Meinung über die straffäl
-
ligen Ausländer zu äußern, da sofort 
die alte Leier mit den Nazis anfängt. 
Aufgrund der schrecklichen Kriegsver
-
brechen ist das Land vorbelastet. Das 
ist jedoch kein Grund, den straffälligen 
Ausländern hier in Deutschland alle 
Freiheiten zu lassen.";criticism
1088732674498488;Die haben die Wahlen ein halbes Jahr eher - immerhin!;nothing
865349990170092;Es ist offensichtlich,dass parteien,die die schwächen der etablierten parteien erkennen und  verbessern,mit allen mitteln klein gehalten werdem;criticism
1035117843193305;??????????????????????????;nothing
1038633839508372;Mit den Asylanten-Pack kuscheln und gegen deutsche Bürger Wasserwerfer einsetzen.Müssen wir uns selbst bewaffnen und dieses Pack aus ihren Unterkünfte holen;agitation
1105797579458664;In diesen Ländern ist der Glauben doch der im Koran steht. Und das ist aber nicht Deutschland !! Deutschland hat eine ANDERE Glaubensrichtung. Da nur ein Paar Politiker finden das der Islam zu Deutschland gehört. Muß ja nicht der Bürger für den Islam sein. Und da der jenige der den Islam huldigt muß das ja nicht in Deutschland tun. Er kann das doch in seiner Heimat tun. Wir und ich haben nichts da gegen. Bitte geht doch dort zurück wo ihr 5x am Tag Beten könnt. Eure Feiertage leben könnt. Eben alles was ihr möchtet. Das muß nur nicht in Deutschland sein.!!!!!;criticism
982679231770500;Der größte Feind im ganzen Land ist und bleibt der Denunziant!;nothing
882729931765431;"Das  war  halt  eine  Fachkraft   in  Fachrichtung  ""Mord""  ......  es gibt  noch  andere.... Kfz- Export zum  Beispiel";nothing
935308599840897;Haben die Jungens gut auf den Punkt gebracht...https://www.youtube.com/watch?v=1ve1kjJOHYI&feature=share;nothing
888010684570689;"Super Frankreich. Jetzt sind wir dran. Aber bei uns leben zuviel verblödete Gutmenschen. Man sollte diese, samt ihren Kopftuch tragenden Freunden und Merkel in ein Land abschieben, wo sie sagen können ""der Islam gehört zu uns"". Dann sind sie zu Hause angekommen.";criticism
876286442409780;:D;nothing
855039801201111;Auf geht es, wir sollten keine eigenen Demo am Montag veranstalten. Krumbiegel, Grönemeyer und Co vertragen ein größeres Publikum. Wir testen wie viele Menschen der Neumarkt verträgt.;nothing
945835985454825;Lieber als pseudo Nazi betitelt werden als stillschweigend alles hinnehmen;nothing
1134125953292493;Ich hoffe die tanzen bald alle ab...;nothing
1096491820389240;"Und ""kann"" schreibt man mit 2 n. ^^";nothing
1055102377861518;gleiches System! Und, wird die Wahl ehrlich sein?;criticism
1043607772344312;Wer gestern Nacht Hart & Fair gesehen hat weiss bescheid zum Thema Medienkontrolle( Fr.Zimmermann)Ich sage nur schlecht gelogen beschissene Darsteller.;nothing
1011177802253976;https://youtu.be/JdljNXXFdvw;nothing
1105401812831574;the hope dies last !;nothing
876356499069441;"Und vorher versteckt er noch die Hälfte im Nachtschrank;)";nothing
982750271763396;"Nein, den 80 Angestellten wurde ""fristgemäß"" gekündigt. Wurde auch so schon in der regionalen Presse berichtet. Selbstverständlich wurden von der Maritim-Gruppe alternative Arbeitsplätze (mit 280 km Fahrtweg) angeboten, damit juristisch alles wasserdicht ist.";nothing
982670341771389;Gibt es einen Beweis für die Allahu-akbar-Rufe?;nothing
945850182120072;"Dies ist auch das Verhängnisvolle am Deutschem Rechtsstaat, dass die Behörden an Ausländern und Flüchtlingen zu schnell den Deutschen Pass vergeben... 
Viele kommen rüber, die sich schon mit dem Grundsatz zurecht gelegt haben, sich eh nie Ihrem Gastgeber-Land anzupassen wollen und zu integrieren.... 
Viele Denken und Glauben: WENN ICH NUN KOMME, HABEN SICH DIE GASTGEBER MIR AN ZU PASSEN, NICHT ICH DENEN.

Ich bin für Ausländer die sich integrieren und nicht aufführen wie die letzte Axt im Walde.";criticism
1080955801942842;Wir haben eine Glück gehabt! Unsere Ministerpresident ein Patriot, Herr Viktor Orbán!!;nothing
855165061188585;Woher denn auch ?? Die Biographie von Martin Luther King wird auf der Hauptschule nicht gelehrt....;nothing
855133781191713;WIR SIND LUTZ!!!!;nothing
1063236597048096;Erster Toter??? Der war gut!;nothing
861973973841027;Sag ich doch. PEGIDA wirkt! noch immer!;nothing
960872767284480;"ICH würde ALLE Afrikaner abschieben und nicht mehr reinlassen. 1.ISLAMISTEN, 2.Unterentwickelt, 3.Schlagfertig, 4.UNBELEHRBAR!
Oooh hoho ja weil ich diese Bombenleger nicht leiden kann werden Leute wie ich sofort als NAZI (gegen ALLE Ausländer) abgestempelt. #WayneTrain";agitation
982641091774314;Einfach: Landesfriedensbruch!;nothing
1055119951193094;Genau so würd es kommen...Aber es ist auch so schon zu spät etwas zu ändern...Bald werden sich die tollen Bahnhofsklatscher umgucken...;nothing
1007229862648770;Wladimir, du großer Bär! Komm endlich ganz raus aus deinem Versteck! Es warten soviele darauf!;nothing
1010699548968468;Brandenburgs AfD-Chef Alexander Gauland hat die derzeitige Asylpolitik heftig kritisiert. Die rot-rote Landesregierung fragte er: „Was haben Ihnen die Bürger in diesem Land eigentlich getan, daß Ihnen Migranten näher stehen als der deutsche Steuerzahler?“ Das Asylrecht müsse ausgesetzt und die Grenzen unverzüglich geschlossen werden. https://www.youtube.com/watch?v=IVQiBhQb8tw;nothing
1010288085676281;"sorry...falsch ausgedrückt: ich meinte dort vor Ort in Syrien! Wenn denen dort schon gesagt wird, das eine Einreise hier mit Auflagen verbunden ist, überlegt sich vielleicht doch ein Großteil, woanders hin zu gehen...; es gibt ja auch in näherer Umgebung sichere Einreiseländer!";nothing
1105443032827452;Schweine in jedes Heim !;nothing
1056948944343528;Ich werde ehrenamtlicher  Abschiedsklatscher :);nothing
991241824247574;"Wir können dies mal leider auch nicht (is ja auch nich gleich um die Ecke)... Aber wir schauen Euch zu und sind stolz auf alle, die ""aufstehen"".";nothing
1012891042082652;Wir werden icht locker lassen, ganz bestimmt nicht.;nothing
1111354418902980;"Wir sind das Volk

Wie Medien berichten, ging die Rede des Ministers im lautstarken Protest und in den Buhrufen von 150 bis 200 aufgebrachten Bürgern unter. Auf mitgebrachten Schildern wurde die Abhaltung von Volksentscheiden über TTIP und zur Islamisierung gefordert. Zu einem geplanten „Bürgerdialog“ ist es dann auch nicht mehr gekommen. Stattdessen eilte Maas unter „Hau ab!“-Chören zu seinem Dienstwagen und rauschte ab.https://www.unzensuriert.at/content/0020662-Deutscher-Justizminister-muss-Zwickau-nach-Rede-fluchtartig-verlassen";nothing
882739298431161;"?? Der schwarze Humor hier, ist zu köstlich!
Aber was soll man machen...das muss raus, sonst beißt man noch in den Tisch, bei dem ganzen Irrsinn hier.";nothing
982911771747246;Und wo ist eigentlich ihr Profilbild. So wenig Tageslichttauglich oder was? :D;nothing
1056911977680558;Schlauchboot hätte auch gereicht,diese sinnlosen kosten immer;criticism
1095900227115066;"Also ich erinnere mich an eine Demo in Deutdchland wo unschuldige Demonstranten mit wasserwerfer angegriffen wurden...  Und wie sagt man so schön ""gleiches recht für alle""...  Also räumt doe Autobahn bitte mit der gleichen art und weise wie damals in Stuttgart";criticism
1035497303155359;*chrmchrm*kotz*chrmchrm*;nothing
855035217868236;Recht hast du. Unsere Dummheit es soweit kommen zu lassen. Wir hätten früher handeln sollen. Tja Volker, so siehts aus.;nothing
1066001586771597;Und was soll das bringen? Guckt in die Schweiz. Das Volk hat mit Nein entschieden...;nothing
1035118109859945;Mich hat man meiner Meinung schon beschnitten und stehe hier alleine im Münsterland da....aber das letzte Wort ist noch nicht gesprochen;criticism
989556204416136;Sie machen es absichtlich UND haben keinen Plan ...;nothing
1036801606358262;Ich habe Euch schon immer für Euer Durchhaltevermögen bewundert und ich bin nach wie vor richtig Stolz auf Euch.Weiter so Dresden.;nothing
945834182121672;Lerne du erst einmal ordentlich schreiben;nothing
1035113899860366;Ihr seid einfach die besten,Danke Danke ????;nothing
855032157868542;Hey Andy du siehst gar nicht gut aus, alles in Ordnung?;nothing
876360049069086;Mutmaßung!;nothing
983237365048020;Es werden doch sowieso alle durch die Grenzkontrollen gelassen, ist doch nur Alibi! Wieso werden dann extra Sonderzüge eingesetzt um die Asylanten in Österreich abzuholen und nach Deutschland zu bringen???!!!;criticism
882678221770602;Sooo viele Einzelfälle, ein Schelm der böses dabei denkt...;nothing
1011273692244387;Hallo lieber Helmut Blue, auch in der dunkelsten Hütte wird mal das Licht der Erkenntnis brennen. Jeder Monat der Verblödung muss später mit viel viel Rückkehrprämien gesponsert werden, auch von denen die noch immer guten Glaubens sind.;nothing
855121767859581;Wie kann man etwas Kleines denn klein reden? Weist du, ich habe keine lust, mich so weit nach unten zu bücken um auf dein Niveau zu kommen.;nothing
1152501858121569;auf Grund welcher Gesetzesvorlage ?????;nothing
982736965098060;Sie können die Asylforderer vielleicht nicht mehr aufhalten aber die Patrioten die jetzt alle aufwachen werden auch nicht mehr!!!!;nothing
991257027579387;Wenn ihr jetzt auch noch das Kennedy-Zitat bringt, kann man euch eigentlich nur noch einweisen.;nothing
861971910507900;Herr Thomas Melcher war anscheinend bei beiden Kriegen dabei... ??;nothing
1064883423550080;Silvia Köln wir brauchen etwas länger, sind aber auf einem guten Weg !;nothing
1044169458954810;Wenn ein Vergewaltiger ohne Strafe davon kommt dann sieht aus und wahrscheinlich ER versteht es auch dass er das RECHT hat. Vergewaltigung ist ein Verbrechen und soll streng bestraft werden.;criticism
1095917103780045;das erzähle mal den eltern-die nutzen ihre kinder nämlich aus;nothing
945796395458784;der Kindergarten von Dresden Nasefrei,macht mimimi  :-P wie süß,kleine verwirrte, gegenderte Studis....#gohomesozialtouristunddenknichteinmaldaran;nothing
982677471770676;Die Flüchtlinge legen doch am ungarischem Zaun auch eine Aggressivität an den Tag.... die so nicht normal ist. Werfen Steine gegen die ungarischen Grenzposten usw..... Was machen die mit Deutschland... und uns.... wenn es dann auch nicht nach denen Ihrer Nase geht. Und Sie hier nicht das bekommen was sie sich erhoffen. So geht es nämlich auch nicht.;nothing
935258153179275;Das war doch klar bei dem Vogel. Die Frage ist nur warum stellt sich die Behörde und die Bundesregierung dumm bei solchen Leuten?? So naiv können doch noch nicht mal Gutmenschen sein?!;criticism
